,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
27,Purees,,,Soft Drinks,Category,0.0,0.65,0.0,0.55,Fiume,January,0.0,84.61538461538461,0.65,0.55,84.61538461538461,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
28,Cordials,,,Soft Drinks,Category,1.98,17.53,1.73,15.23,Fiume,January,87.37373737373737,86.87963491158015,15.55,13.5,-0.4941024621572154,785.3535353535353,780.3468208092486,-0.5655045520643275,lime,lime,Red,Soft drinks,Brown
29,,<£6,,Wine,Price Bracket,4801.5599999999995,6447.83,3703.15,4966.73,Fiume,January,77.12389306808622,77.02948123632292,1646.2700000000004,1263.5799999999995,-0.0944118317632956,34.28614866834946,34.121761203299876,-0.12241580139107774,lime,lime,Red,Wine,Purple
30,,£6-£10,,Wine,Price Bracket,6300.0,5622.92,4736.939999999999,4280.89,Fiume,January,75.18952380952378,76.13286335213732,-677.0799999999999,-456.04999999999836,0.9433395426135434,-10.747301587301585,-9.627523253408286,1.2546156629523122,Red,Red,lime,Wine,Purple
31,,£10-£15,,Wine,Price Bracket,364.53999999999996,1077.4999999999998,265.21,766.88,Fiume,January,72.75196137598068,71.17215777262183,712.9599999999998,501.67,-1.5798036033588545,195.57798869808522,189.15953395422497,-2.171492800303295,lime,lime,Red,Wine,Purple
32,,£15-£20,,Wine,Price Bracket,346.69,527.5,249.31,385.31,Fiume,January,71.91150595632988,73.04454976303317,180.81,136.0,1.1330438067032986,52.15322045631544,54.55055954434238,1.575608508868343,lime,lime,lime,Wine,Purple
33,,£20+,,Wine,Price Bracket,1762.08,975.84,1185.53,659.2199999999999,Fiume,January,67.28014619086534,67.55410723069355,-786.2399999999999,-526.3100000000001,0.2739610398282082,-44.619994551893214,-44.39449022799929,0.40719447762645317,Red,Red,lime,Wine,Purple
34,,<£6,,White Wine,Price Bracket,2082.92,2838.35,1602.6599999999999,2209.23,Fiume,January,76.9429454803833,77.83500977680696,755.4299999999998,606.5700000000002,0.8920642964236549,36.26783553857084,37.84770319344092,1.1593841265812832,lime,lime,lime,White,Gold
35,,£6-£10,,White Wine,Price Bracket,1957.5,1677.08,1451.9399999999998,1255.98,Fiume,January,74.17318007662834,74.8908817706967,-280.4200000000001,-195.9599999999998,0.7177016940683529,-14.325415070242661,-13.496425472126935,0.9676027013091457,Red,Red,lime,White,Gold
36,,£10-£15,,White Wine,Price Bracket,83.33,0.0,60.01,0.0,Fiume,January,72.0148805952238,0.0,-83.33,-60.01,-72.0148805952238,-100.0,-100.0,-100.0,Red,Red,Red,White,Gold
37,,£15-£20,,White Wine,Price Bracket,0.0,333.33,0.0,242.38,Fiume,January,0.0,72.71472714727147,333.33,242.38,72.71472714727147,100.0,100.0,100.0,lime,lime,lime,White,Gold
38,,£20+,,White Wine,Price Bracket,0.0,60.0,0.0,40.78,Fiume,January,0.0,67.96666666666667,60.0,40.78,67.96666666666667,100.0,100.0,100.0,lime,lime,lime,White,Gold
39,,<£6,,Red Wine,Price Bracket,2108.7599999999998,2985.0,1629.21,2318.5699999999997,Fiume,January,77.25914755590965,77.67403685092127,876.2400000000002,689.3599999999997,0.4148892950116192,41.55238149433792,42.312531840585294,0.5370099310394006,lime,lime,lime,Red,Red
40,,£6-£10,,Red Wine,Price Bracket,3240.42,2439.17,2414.44,1843.6000000000001,Fiume,January,74.51009437048283,75.58308768966494,-801.25,-570.8399999999999,1.0729933191821033,-24.726732954370114,-23.64274945743112,1.4400643674492104,Red,Red,lime,Red,Red
41,,£10-£15,,Red Wine,Price Bracket,153.32999999999998,751.67,109.75,551.29,Fiume,January,71.57764299223896,73.34202509079782,598.3399999999999,441.53999999999996,1.7643820985588548,390.230222396139,402.3143507972665,2.4649904981506077,lime,lime,lime,Red,Red
42,,£15-£20,,Red Wine,Price Bracket,0.0,69.17,0.0,53.69,Fiume,January,0.0,77.62035564551105,69.17,53.69,77.62035564551105,100.0,100.0,100.0,lime,lime,lime,Red,Red
43,,£20+,,Red Wine,Price Bracket,949.58,382.51,650.6899999999999,280.59000000000003,Fiume,January,68.52397902230459,73.354944968759,-567.07,-370.0999999999999,4.830965946454413,-59.717980580888394,-56.87808326545666,7.050037104357193,Red,Red,lime,Red,Red
44,,<£6,,Sparkling Wine,Price Bracket,421.96,431.98,323.34,286.35,Fiume,January,76.6281164091383,66.28779110143988,10.020000000000039,-36.98999999999995,-10.340325307698421,2.3746326666034787,-11.439970309890505,-13.494166100193066,lime,Red,Red,Sparkling,Yellow
45,,£6-£10,,Sparkling Wine,Price Bracket,1083.33,1481.67,856.89,1163.29,Fiume,January,79.09778183932875,78.51208433726808,398.34000000000015,306.4,-0.5856975020606683,36.76995929218245,35.75721504510497,-0.7404727268463673,lime,lime,Red,Sparkling,Yellow
46,,£10-£15,,Sparkling Wine,Price Bracket,91.67,317.5,65.54,209.38,Fiume,January,71.49558197883714,65.94645669291339,225.82999999999998,143.83999999999997,-5.5491252859237505,246.35104178029889,219.4690265486725,-7.7614939725454715,lime,lime,Red,Sparkling,Yellow
47,,£15-£20,,Sparkling Wine,Price Bracket,321.69,125.0,232.94,89.24,Fiume,January,72.41132767571264,71.392,-196.69,-143.7,-1.0193276757126455,-61.14271503621499,-61.68970550356314,-1.40769090752984,Red,Red,Red,Sparkling,Yellow
48,,£20+,,Sparkling Wine,Price Bracket,791.6700000000001,474.99999999999994,521.24,300.87,Fiume,January,65.84056488183208,63.341052631578954,-316.67000000000013,-220.37,-2.499512250253126,-40.000252630515256,-42.27802931471108,-3.796310458057502,Red,Red,Red,Sparkling,Yellow
49,,<£6,,Rose Wine,Price Bracket,171.25,171.67,135.17,136.65,Fiume,January,78.93138686131385,79.60039610881343,0.4199999999999875,1.4800000000000182,0.6690092474995737,0.24525547445254742,1.0949175112821028,0.8475832924043947,lime,lime,lime,Rose,Pink
50,,£10-£15,,Fortified Wine,Price Bracket,2.88,0.0,2.46,0.0,Fiume,January,85.41666666666667,0.0,-2.88,-2.46,-85.41666666666667,-100.0,-100.0,-100.0,Red,Red,Red,Fortified,Orange
51,,<£6,,Sweet Wine,Price Bracket,16.67,20.83,12.77,15.93,Fiume,January,76.60467906418715,76.47623619779165,4.159999999999997,3.16,-0.12844286639550262,24.955008998200338,24.745497259201255,-0.16766974023594589,lime,lime,Red,Sweet,Orange
52,,£6-£10,,Sweet Wine,Price Bracket,18.75,25.0,13.67,18.02,Fiume,January,72.90666666666667,72.08,6.25,4.35,-0.826666666666668,33.33333333333333,31.821506949524505,-1.1338697878566222,lime,lime,Red,Sweet,Orange
53,,£10-£15,,Sweet Wine,Price Bracket,33.33,8.33,27.45,6.21,Fiume,January,82.35823582358236,74.54981992797119,-25.0,-21.24,-7.808415895611176,-75.00750075007501,-77.37704918032786,-9.481038316966139,Red,Red,Red,Sweet,Orange
54,,£15-£20,,Sweet Wine,Price Bracket,25.0,0.0,16.37,0.0,Fiume,January,65.48,0.0,-25.0,-16.37,-65.48,-100.0,-100.0,-100.0,Red,Red,Red,Sweet,Orange
55,,£20+,,Fine Wine,Price Bracket,20.83,58.33,13.6,36.98,Fiume,January,65.29044647143543,63.39790845191153,37.5,23.379999999999995,-1.8925380195238972,180.0288046087374,171.91176470588232,-2.898644628432557,lime,lime,Red,Fine Wine,Purple
56,,£6-£10,,Spirits,Price Bracket,210.29000000000002,246.66,162.83,187.90000000000003,Fiume,January,77.4311664843787,76.17773453336578,36.369999999999976,25.07000000000002,-1.253431951012928,17.295163821389497,15.396425720076165,-1.61876929913719,lime,lime,Red,Spirits,Grey
57,,£10-£15,,Spirits,Price Bracket,653.28,418.36999999999995,532.86,338.4499999999999,Fiume,January,81.56686260102866,80.89729187083202,-234.91000000000003,-194.41000000000014,-0.6695707301966394,-35.958547636541766,-36.48425477611383,-0.8208857234974675,Red,Red,Red,Spirits,Grey
58,,£15-£20,,Spirits,Price Bracket,390.33000000000004,313.13,307.79,248.83,Fiume,January,78.85379038249685,79.46539775811964,-77.20000000000005,-58.96000000000001,0.611607375622782,-19.778136448646027,-19.15591799603626,0.7756220375153206,Red,Red,lime,Spirits,Grey
59,,£20+,,Spirits,Price Bracket,1117.03,987.8800000000001,846.78,758.8000000000001,Fiume,January,75.80637941684645,76.81094869822246,-129.14999999999986,-87.9799999999999,1.004569281376007,-11.561909706990846,-10.389947802262679,1.3251777609006368,Red,Red,lime,Spirits,Grey
60,,<£6,,Beer,Price Bracket,124.17000000000002,547.9100000000001,93.08999999999999,414.89,Fiume,January,74.96979946847063,75.72229015714258,423.74000000000007,321.8,0.7524906886719549,341.25795280663607,345.68696959931253,1.0037250919797687,lime,lime,lime,Beer,Brown
61,,£20+,,Beer,Price Bracket,928.9,662.43,559.64,430.42,Fiume,January,60.24760469372376,64.97592198420966,-266.47,-129.21999999999997,4.728317290485904,-28.686618581117457,-23.089843470802656,7.848141539440277,Red,Red,lime,Beer,Brown
62,,<£6,,Soft Drinks,Price Bracket,3105.66,2850.45,2674.37,2437.7400000000002,Fiume,January,86.11277474031284,85.52123348944905,-255.21000000000004,-236.62999999999965,-0.5915412508637985,-8.217576940167309,-8.848065151792746,-0.6869378586948196,Red,Red,Red,Soft drinks,Brown
63,,£6-£10,,Soft Drinks,Price Bracket,0.0,0.65,0.0,0.55,Fiume,January,0.0,84.61538461538461,0.65,0.55,84.61538461538461,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
0,,,Beverage,Summary,Summary,283265.7400000001,288404.2799999999,204707.77999999977,211003.47999999992,German Gymnasium,January,72.2670450722349,73.16239550952572,5138.539999999804,6295.700000000157,0.8953504372908299,1.8140351176954201,3.0754571223429634,1.2389470697132805,lime,lime,lime,Beverage,Black
1,,,Wine,Summary,Summary,135252.31000000003,138836.33999999994,96408.31999999995,102199.98,German Gymnasium,January,71.28035003616569,73.61183678567156,3584.0299999999115,5791.660000000047,2.3314867495058706,2.649884501048382,6.007427574715595,3.270868827556176,lime,lime,lime,Wine,Purple
2,,,Spirits,Summary,Summary,68183.29999999997,61354.75000000002,52024.95000000003,46710.910000000025,German Gymnasium,January,76.30160171185621,76.13250807802169,-6828.549999999952,-5314.040000000008,-0.16909363383452103,-10.014989007572169,-10.214406741380827,-0.22161216808145484,Red,Red,Red,Spirits,Grey
3,,,Beer,Summary,Summary,55174.39,63046.68999999999,37998.66,43367.369999999995,German Gymnasium,January,68.87010440894771,68.78611708243525,7872.299999999988,5368.709999999992,-0.08398732651245666,14.268032686904174,14.128682432485753,-0.12195034003977044,lime,lime,Red,Beer,Brown
4,,,Soft Drinks,Summary,Summary,24644.510000000002,25138.21,18288.7,18729.59,German Gymnasium,January,74.21003704273285,74.50645849485703,493.6999999999971,440.8899999999994,0.2964214521241786,2.00328592453247,2.4107235615434637,0.39943579593349116,lime,lime,lime,Soft drinks,Brown
5,White Wine,,,Wine,Category,52161.729999999996,54516.47000000001,39043.11,41215.04,German Gymnasium,January,74.85010562341395,75.60107982046526,2354.7400000000125,2171.9300000000003,0.7509741970513062,4.5143057946889655,5.562902135613685,1.0033041246856877,lime,lime,lime,White,Gold
6,Red Wine,,,Wine,Category,50276.399999999994,46385.509999999995,37556.68,35388.340000000004,German Gymnasium,January,74.70041609980032,76.29179888288392,-3890.8899999999994,-2168.3399999999965,1.5913827830836027,-7.73899881455315,-5.773513526754752,2.130353304802885,Red,Red,lime,Red,Red
7,Sparkling Wine,,,Wine,Category,27490.35,31508.77,15836.93,20675.87,German Gymnasium,January,57.60905190366802,65.61941326176807,4018.420000000002,4838.939999999999,8.010361358100056,14.61756580036268,30.554785555028648,13.904692220060696,lime,lime,lime,Sparkling,Yellow
8,Rose Wine,,,Wine,Category,3375.0,4715.83,2529.39,3580.2799999999997,German Gymnasium,January,74.94488888888888,75.92046362994425,1340.83,1050.8899999999999,0.9755747410553681,39.72829629629629,41.54717145240552,1.3017228466396513,lime,lime,lime,Rose,Pink
9,Sweet Wine,,,Wine,Category,984.1600000000001,869.5899999999999,748.8399999999999,658.7099999999999,German Gymnasium,January,76.08925377987318,75.74949113950252,-114.57000000000016,-90.13,-0.33976264037065107,-11.641399772394747,-12.035948934351797,-0.44653170256287067,Red,Red,Red,Sweet,Orange
10,Fortified Wine,,,Wine,Category,848.0,840.1699999999998,642.8100000000001,681.74,German Gymnasium,January,75.80306603773586,81.14310199126369,-7.830000000000155,38.92999999999995,5.340035953527831,-0.9233490566037919,6.056221900717156,7.044617365304834,Red,lime,lime,Fortified,Orange
11,Fine Wine,,,Wine,Category,116.67,0.0,50.56,0.0,German Gymnasium,January,43.33590468843747,0.0,-116.67,-50.56,-43.33590468843747,-100.0,-100.0,-100.0,Red,Red,Red,Fine Wine,Purple
12,Vodka,,,Spirits,Category,7480.48,7238.719999999999,5588.329999999999,5315.8099999999995,German Gymnasium,January,74.7055001818065,73.43577317536803,-241.76000000000022,-272.5199999999995,-1.2697270064384725,-3.2318781682458915,-4.876591038825545,-1.6996432703728783,Red,Red,Red,Spirits,Grey
13,Gin,,,Spirits,Category,23865.000000000004,22422.429999999993,18462.06,17459.890000000003,German Gymnasium,January,77.36040226272783,77.86796524729928,-1442.5700000000106,-1002.1699999999983,0.5075629845714502,-6.044709826105218,-5.428267484776879,0.6561017907426182,Red,Red,lime,Spirits,Grey
14,Whiskey,,,Spirits,Category,11946.470000000001,10122.6,9044.08,7671.659999999999,German Gymnasium,January,75.70504090329612,75.78744591310532,-1823.8700000000008,-1372.420000000001,0.08240500980919307,-15.267020299720341,-15.174788369850786,0.10885009614413305,Red,Red,lime,Spirits,Grey
15,Rum,,,Spirits,Category,5838.93,4727.99,4594.58,3729.23,German Gymnasium,January,78.68873235335926,78.87558983838798,-1110.9400000000005,-865.3499999999999,0.18685748502872457,-19.026431212568067,-18.834148061411486,0.23746409357520618,Red,Red,lime,Spirits,Grey
16,Tequila,,,Spirits,Category,2977.34,3350.14,2270.8700000000003,2481.13,German Gymnasium,January,76.27177279047741,74.06048702442286,372.7999999999997,210.25999999999976,-2.2112857660545586,12.521243794796689,9.259006460079165,-2.8992190493973142,lime,lime,Red,Spirits,Grey
17,Liqueurs,,,Spirits,Category,9958.500000000002,7031.819999999999,7529.46,5302.7,German Gymnasium,January,75.60837475523421,75.4100645352128,-2926.680000000003,-2226.76,-0.19831022002141196,-29.388763367977127,-29.57396679177524,-0.26228605053791787,Red,Red,Red,Spirits,Grey
18,Aperitif/Mart,,,Spirits,Category,2628.75,2834.15,1933.7900000000002,2145.5099999999998,German Gymnasium,January,73.56310033285783,75.70206234673535,205.4000000000001,211.71999999999957,2.138962013877517,7.813599619591064,10.948448383743816,2.9076561539673507,lime,lime,lime,Spirits,Grey
19,Digestif,,,Spirits,Category,2784.02,1997.04,2039.8000000000004,1411.45,German Gymnasium,January,73.26815180925425,70.67710211112447,-786.98,-628.3500000000004,-2.5910496981297797,-28.267756697150165,-30.804490636336908,-3.536392872138087,Red,Red,Red,Spirits,Grey
20,Other,,,Spirits,Category,703.81,1629.8600000000001,561.9799999999999,1193.53,German Gymnasium,January,79.8482545005044,73.22898899291962,926.0500000000002,631.5500000000001,-6.619265507584771,131.57670393998384,112.3794441083313,-8.289806144156799,lime,lime,Red,Spirits,Grey
21,Bottled,,,Beer,Category,36030.62,37433.74999999999,24021.15,24731.89,German Gymnasium,January,66.66871122395341,66.0684275553478,1403.12999999999,710.739999999998,-0.6002836686056128,3.8942710394658486,2.9588092160450183,-0.9003978891824397,lime,lime,Red,Beer,Brown
22,Draft,,,Beer,Category,17057.05,23256.44,12518.74,16978.42,German Gymnasium,January,73.39334761872657,73.00524069892037,6199.389999999999,4459.6799999999985,-0.38810691980619083,36.34503035401784,35.624032450550125,-0.5288039480395141,lime,lime,Red,Beer,Brown
23,Lager,,,Beer,Category,1485.0,1510.0,1058.81,1076.5,German Gymnasium,January,71.3003367003367,71.29139072847683,25.0,17.690000000000055,-0.008945971859873225,1.6835016835016834,1.6707435706122966,-0.012546885854791454,lime,lime,Red,Beer,Brown
24,Cider Bottled,,,Beer,Category,601.72,846.5,399.96,580.56,German Gymnasium,January,66.46945423120387,68.5835794447726,244.77999999999997,180.59999999999997,2.1141252135687267,40.680050521837394,45.154515451545144,3.1805966184332797,lime,lime,lime,Beer,Brown
25,Water,,,Soft Drinks,Category,9979.17,10002.71,8226.02,8637.98,German Gymnasium,January,82.43190565948872,86.35639741630018,23.539999999999054,411.9599999999991,3.924491756811463,0.23589136170642502,5.008011164572893,4.7608892763232085,lime,lime,lime,Soft drinks,Brown
26,Sodas,,,Soft Drinks,Category,9216.93,9497.37,6237.9,6262.51,German Gymnasium,January,67.67871731693741,65.93941270056868,280.4400000000005,24.610000000000582,-1.7393046163687274,3.042661710569577,0.3945237980730788,-2.5699432337401076,lime,lime,Red,Soft drinks,Brown
27,Juice,,,Soft Drinks,Category,432.0,418.17999999999995,303.74,290.75,German Gymnasium,January,70.31018518518519,69.5274762064183,-13.82000000000005,-12.990000000000009,-0.782708978766891,-3.1990740740740855,-4.276684006057815,-1.1132227524438563,Red,Red,Red,Soft drinks,Brown
28,Syrups,,,Soft Drinks,Category,340.46999999999997,471.81,254.00000000000003,353.67,German Gymnasium,January,74.60275501512616,74.96025942646405,131.34000000000003,99.66999999999999,0.35750441133788513,38.57608599876642,39.24015748031495,0.47921073593783353,lime,lime,lime,Soft drinks,Brown
29,Purees,,,Soft Drinks,Category,0.0,13.62,0.0,10.39,German Gymnasium,January,0.0,76.2848751835536,13.62,10.39,76.2848751835536,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
30,Soft Drinks,,,Soft Drinks,Category,220.26999999999998,312.5,156.41,206.15,German Gymnasium,January,71.00830798565397,65.968,92.23000000000002,49.74000000000001,-5.040307985653968,41.871339719435255,31.801035739402856,-7.098194744581544,lime,lime,Red,Soft drinks,Brown
31,Cordials,,,Soft Drinks,Category,983.27,869.18,752.0,654.0,German Gymnasium,January,76.47950206962483,75.24333279642882,-114.09000000000003,-98.0,-1.2361692731960119,-11.603120200962099,-13.031914893617023,-1.616340639967344,Red,Red,Red,Soft drinks,Brown
32,Fresh Juice,,,Soft Drinks,Category,3472.4000000000005,3552.84,2358.63,2314.14,German Gymnasium,January,67.92506623660867,65.13493430607626,80.4399999999996,-44.49000000000024,-2.790131930532411,2.316553392466294,-1.8862644840437135,-4.107661700046529,lime,Red,Red,Soft drinks,Brown
33,,<£6,,Wine,Price Bracket,42702.899999999994,46891.83,32527.660000000003,35987.340000000004,German Gymnasium,January,76.17201642043048,76.74543731818528,4188.930000000008,3459.6800000000003,0.5734208977548008,9.809474297998516,10.636117076973873,0.7527973194116476,lime,lime,lime,Wine,Purple
34,,£6-£10,,Wine,Price Bracket,48898.34000000001,46231.84,36753.210000000014,34875.48,German Gymnasium,January,75.1624901786032,75.43606311148335,-2666.5000000000146,-1877.7300000000105,0.2735729328801426,-5.453150352343278,-5.10902313022457,0.36397534492280786,Red,Red,lime,Wine,Purple
35,,£10-£15,,Wine,Price Bracket,26929.619999999988,29110.4,17037.5,21217.510000000002,German Gymnasium,January,63.266767225085275,72.88635676596681,2180.7800000000134,4180.010000000002,9.619589540881535,8.098071937145843,24.534174614820262,15.20480650869635,lime,lime,lime,Wine,Purple
36,,£15-£20,,Wine,Price Bracket,3009.6,2150.86,2182.35,1607.28,German Gymnasium,January,72.51295853269536,74.72731837497558,-858.7399999999998,-575.0699999999999,2.214359842280217,-28.533359914938856,-26.350951955460854,3.0537436164348257,Red,Red,lime,Wine,Purple
37,,£20+,,Wine,Price Bracket,13711.85,14451.41,7907.6,8512.37,German Gymnasium,January,57.66982573467475,58.90338728193305,739.5599999999995,604.7700000000004,1.2335615472582973,5.393582922800348,7.647958925590577,2.1390068923281,lime,lime,lime,Wine,Purple
38,,<£6,,White Wine,Price Bracket,18676.89,23148.82,14183.54,17596.59,German Gymnasium,January,75.94165838102597,76.01506253882488,4471.93,3413.0499999999993,0.07340415779890463,23.943654430689477,24.063456654685638,0.09665861842338258,lime,lime,lime,White,Gold
39,,£6-£10,,White Wine,Price Bracket,26029.83,25340.160000000003,19550.63,19092.63,German Gymnasium,January,75.10855814271548,75.34534115017426,-689.6699999999983,-458.0,0.2367830074587829,-2.6495370887938883,-2.342635505863494,0.3152543642348534,Red,Red,lime,White,Gold
40,,£10-£15,,White Wine,Price Bracket,5234.1900000000005,4296.66,3907.05,3264.8800000000006,German Gymnasium,January,74.64478744562196,75.9864639045212,-937.5300000000007,-642.1699999999996,1.3416764588992436,-17.911653952187457,-16.43618586913399,1.7974148025763255,Red,Red,lime,White,Gold
41,,£15-£20,,White Wine,Price Bracket,1344.1599999999999,1060.0,981.5899999999999,789.37,German Gymnasium,January,73.02627663373407,74.4688679245283,-284.15999999999985,-192.2199999999999,1.4425912907942262,-21.140340435662413,-19.582514084291805,1.9754413853380406,Red,Red,lime,White,Gold
42,,£20+,,White Wine,Price Bracket,876.66,670.83,420.3,471.56999999999994,German Gymnasium,January,47.94333036753132,70.29649836769374,-205.82999999999993,51.269999999999925,22.353168000162427,-23.47888577099445,12.198429693076356,46.624145274856986,Red,lime,lime,White,Gold
43,,<£6,,Red Wine,Price Bracket,16840.3,15444.66,12775.560000000001,12195.0,German Gymnasium,January,75.86301906735629,78.9593296323778,-1395.6399999999994,-580.5600000000013,3.0963105650215113,-8.287500816493765,-4.544301776203949,4.081449173901711,Red,Red,lime,Red,Red
44,,£6-£10,,Red Wine,Price Bracket,19040.25,18664.189999999995,14331.330000000002,14089.330000000002,German Gymnasium,January,75.2686020404144,75.48856928696078,-376.06000000000495,-242.0,0.2199672465463891,-1.975079108730216,-1.6886081054584605,0.2922430343907289,Red,Red,lime,Red,Red
45,,£10-£15,,Red Wine,Price Bracket,11701.68,10103.74,8606.709999999997,7620.3,German Gymnasium,January,73.5510627533824,75.42058683220273,-1597.9400000000005,-986.4099999999971,1.8695240788203336,-13.655646026895289,-11.460941521208422,2.541804304159235,Red,Red,lime,Red,Red
46,,£15-£20,,Red Wine,Price Bracket,856.6700000000001,369.17,617.68,251.98,German Gymnasium,January,72.10244318115492,68.25581710323156,-487.50000000000006,-365.69999999999993,-3.8466260779233608,-56.90639336033713,-59.20541380650174,-5.3349455416633305,Red,Red,Red,Red,Red
47,,£20+,,Red Wine,Price Bracket,1837.5,1803.75,1225.3999999999999,1231.73,German Gymnasium,January,66.68843537414966,68.28717948717949,-33.75,6.330000000000155,1.5987441130298237,-1.8367346938775513,0.5165660192590301,2.397333366812715,Red,lime,lime,Red,Red
48,,<£6,,Sparkling Wine,Price Bracket,6115.71,6209.6,4741.91,4586.69,German Gymnasium,January,77.53654113749671,73.86450012883276,93.89000000000033,-155.22000000000025,-3.672041008663953,1.5352264904647266,-3.2733645303263925,-4.735884467882399,lime,Red,Red,Sparkling,Yellow
49,,£6-£10,,Sparkling Wine,Price Bracket,1237.5,1623.33,925.41,1218.17,German Gymnasium,January,74.78060606060606,75.0414271897889,385.8299999999999,292.7600000000001,0.26082112918284395,31.17818181818181,31.635707416172306,0.348781780360888,lime,lime,lime,Sparkling,Yellow
50,,£10-£15,,Sparkling Wine,Price Bracket,9359.17,11828.75,4039.9900000000002,8156.03,German Gymnasium,January,43.166114089176716,68.95090351896862,2469.58,4116.039999999999,25.7847894297919,26.386741559347676,101.88243040205542,59.73386758076763,lime,lime,lime,Sparkling,Yellow
51,,£15-£20,,Sparkling Wine,Price Bracket,230.0,0.0,152.96,0.0,German Gymnasium,January,66.50434782608696,0.0,-230.0,-152.96,-66.50434782608696,-100.0,-100.0,-100.0,Red,Red,Red,Sparkling,Yellow
52,,£20+,,Sparkling Wine,Price Bracket,10547.97,11847.09,5976.660000000001,6714.9800000000005,German Gymnasium,January,56.66170836663359,56.68041687874407,1299.1200000000008,738.3199999999997,0.018708512110478637,12.316303516221613,12.353388012702741,0.03301791041919154,lime,lime,lime,Sparkling,Yellow
53,,<£6,,Rose Wine,Price Bracket,1070.0,2088.75,826.65,1609.06,German Gymnasium,January,77.25700934579439,77.03459006582885,1018.75,782.41,-0.22241927996553557,95.21028037383178,94.6482791991774,-0.28789527558594696,lime,lime,Red,Rose,Pink
54,,£6-£10,,Rose Wine,Price Bracket,2157.5,125.0,1595.44,91.3,German Gymnasium,January,73.94855156431055,73.03999999999999,-2032.5,-1504.14,-0.9085515643105566,-94.20625724217845,-94.27744070601214,-1.228626585769459,Red,Red,Red,Rose,Pink
55,,£10-£15,,Rose Wine,Price Bracket,147.5,2502.08,107.3,1879.92,German Gymnasium,January,72.7457627118644,75.13428827215756,2354.58,1772.6200000000001,2.3885255602931608,1596.3254237288136,1652.022367194781,3.2833878857711203,lime,lime,lime,Rose,Pink
56,,£6-£10,,Fortified Wine,Price Bracket,325.76,339.98999999999995,267.36,279.05,German Gymnasium,January,82.07269155206288,82.07594341010032,14.229999999999961,11.689999999999998,0.0032518580374443218,4.368246561886039,4.372381807301016,0.003962168141374409,lime,lime,lime,Fortified,Orange
57,,£10-£15,,Fortified Wine,Price Bracket,15.0,5.0,12.65,4.22,German Gymnasium,January,84.33333333333334,84.39999999999999,-10.0,-8.43,0.06666666666664867,-66.66666666666666,-66.6403162055336,0.07905138339918814,Red,Red,lime,Fortified,Orange
58,,£15-£20,,Fortified Wine,Price Bracket,174.19,387.94,128.12,320.56,German Gymnasium,January,73.55186864917619,82.63133474248595,213.75,192.44,9.079466093309762,122.71083299844996,150.20293474867313,12.34430376829244,lime,lime,lime,Fortified,Orange
59,,£20+,,Fortified Wine,Price Bracket,333.04999999999995,107.24000000000001,234.68,77.91,German Gymnasium,January,70.46389431016365,72.65013054830285,-225.80999999999995,-156.77,2.1862362381392018,-67.80063053595555,-66.80160218169422,3.1026332840986064,Red,Red,lime,Fortified,Orange
60,,£6-£10,,Sweet Wine,Price Bracket,107.5,139.17,83.04,105.0,German Gymnasium,January,77.24651162790698,75.44729467557664,31.669999999999987,21.959999999999994,-1.7992169523303403,29.460465116279057,26.445086705202304,-2.3291886124218637,lime,lime,Red,Sweet,Orange
61,,£10-£15,,Sweet Wine,Price Bracket,472.08,374.16999999999996,363.8,292.15999999999997,German Gymnasium,January,77.0632096254872,78.08215517010984,-97.91000000000003,-71.64000000000004,1.018945544622639,-20.74012879173022,-19.692138537658067,1.322220485721428,Red,Red,lime,Sweet,Orange
62,,£15-£20,,Sweet Wine,Price Bracket,404.58,333.75,302.0,245.37,German Gymnasium,January,74.64531118690988,73.5191011235955,-70.82999999999998,-56.629999999999995,-1.1262100633143746,-17.50704434228088,-18.751655629139073,-1.5087485676017538,Red,Red,Red,Sweet,Orange
63,,£20+,,Sweet Wine,Price Bracket,0.0,22.5,0.0,16.18,German Gymnasium,January,0.0,71.91111111111111,22.5,16.18,71.91111111111111,100.0,100.0,100.0,lime,lime,lime,Sweet,Orange
64,,£20+,,Fine Wine,Price Bracket,116.67,0.0,50.56,0.0,German Gymnasium,January,43.33590468843747,0.0,-116.67,-50.56,-43.33590468843747,-100.0,-100.0,-100.0,Red,Red,Red,Fine Wine,Purple
65,,£6-£10,,Spirits,Price Bracket,1885.9900000000002,1721.84,1490.46,1429.76,German Gymnasium,January,79.02799060440404,83.03675138224226,-164.15000000000032,-60.700000000000045,4.008760777838219,-8.70365166305231,-4.072568200421349,5.072583457050243,Red,Red,lime,Spirits,Grey
66,,£10-£15,,Spirits,Price Bracket,17830.64,17151.83,14228.139999999998,13779.199999999999,German Gymnasium,January,79.79601405221572,80.33661714231076,-678.8099999999977,-448.9399999999987,0.5406030900950327,-3.8069861766038557,-3.1552964758569906,0.677481320985884,Red,Red,lime,Spirits,Grey
