,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
5241,Bluebird Chelsea,1804.1599999999999,1445.82,,,Revenue,-358.3399999999999,-19.86187477829017,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,1445.82,1804.1599999999999,-358.3399999999999,-19.86187477829017,red
5242,Bluebird Chelsea,2428.79,1327.0600000000002,,,Revenue,-1101.7299999999998,-45.36127042683805,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,1327.0600000000002,2428.79,-1101.7299999999998,-45.36127042683805,red
5243,Bluebird Chelsea,3945.8599999999997,2455.9,,,Revenue,-1489.9599999999996,-37.76008271960991,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,2455.9,3945.8599999999997,-1489.9599999999996,-37.76008271960991,red
5244,Bluebird Chelsea,3287.64,1515.3,,,Revenue,-1772.34,-53.909187137277804,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,1515.3,3287.64,-1772.34,-53.909187137277804,red
5245,Bluebird Chelsea,1461.55,1147.6,,,Revenue,-313.95000000000005,-21.480619889842977,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,1147.6,1461.55,-313.95000000000005,-21.480619889842977,red
5246,Bluebird Chelsea,796.1600000000001,1276.0900000000001,,,Revenue,479.93000000000006,60.280596864951775,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,1276.0900000000001,796.1600000000001,479.93000000000006,60.280596864951775,limegreen
5247,Blueprint Café,23.09,22.08,,,Revenue,-1.0100000000000016,-4.374187960155918,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,22.08,23.09,-1.0100000000000016,-4.374187960155918,salmon
5248,Blueprint Café,101.25,66.66,,,Revenue,-34.59,-34.162962962962965,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,66.66,101.25,-34.59,-34.162962962962965,salmon
5249,Blueprint Café,103.80999999999999,7.71,,,Revenue,-96.1,-92.57296984876217,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,7.71,103.80999999999999,-96.1,-92.57296984876217,salmon
5250,Blueprint Café,66.67,45.0,,,Revenue,-21.67,-32.50337483125844,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,45.0,66.67,-21.67,-32.50337483125844,salmon
5251,Blueprint Café,3.54,7.08,,,Revenue,3.54,100.0,lime,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,7.08,3.54,3.54,100.0,lime
5252,Blueprint Café,38.34,19.59,,,Revenue,-18.750000000000004,-48.904538341158066,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,19.59,38.34,-18.750000000000004,-48.904538341158066,salmon
5253,Blueprint Café,98.32,46.61,,,Revenue,-51.709999999999994,-52.59357200976403,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,46.61,98.32,-51.709999999999994,-52.59357200976403,salmon
5254,Blueprint Café,168.35000000000002,15.0,,,Revenue,-153.35000000000002,-91.0899910899911,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,15.0,168.35000000000002,-153.35000000000002,-91.0899910899911,salmon
5255,Blueprint Café,20.009999999999998,21.67,,,Revenue,1.6600000000000037,8.295852073963038,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,21.67,20.009999999999998,1.6600000000000037,8.295852073963038,limegreen
5256,Blueprint Café,65.83,97.5,,,Revenue,31.67,48.10876500075953,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,97.5,65.83,31.67,48.10876500075953,limegreen
5257,Blueprint Café,45.82,46.25,,,Revenue,0.4299999999999997,0.9384548232213001,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,46.25,45.82,0.4299999999999997,0.9384548232213001,limegreen
5258,Blueprint Café,130.82999999999998,157.49,,,Revenue,26.660000000000025,20.377589237942388,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,157.49,130.82999999999998,26.660000000000025,20.377589237942388,limegreen
5259,Blueprint Café,34.99,22.5,,,Revenue,-12.490000000000002,-35.69591311803373,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,22.5,34.99,-12.490000000000002,-35.69591311803373,red
5260,Blueprint Café,145.82,114.17,,,Revenue,-31.64999999999999,-21.704841585516384,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,114.17,145.82,-31.64999999999999,-21.704841585516384,red
5261,Butlers Wharf Chophouse,0.0,60.59,,,Revenue,60.59,100.0,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,60.59,0.0,60.59,100.0,lime
5262,Butlers Wharf Chophouse,0.0,35.0,,,Revenue,35.0,100.0,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,35.0,0.0,35.0,100.0,lime
5263,Butlers Wharf Chophouse,123.31,15.13,,,Revenue,-108.18,-87.73011110210041,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,15.13,123.31,-108.18,-87.73011110210041,salmon
5264,Butlers Wharf Chophouse,252.5,19.16,,,Revenue,-233.34,-92.41188118811881,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,19.16,252.5,-233.34,-92.41188118811881,salmon
5265,Butlers Wharf Chophouse,31.64,42.129999999999995,,,Revenue,10.489999999999995,33.15423514538557,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,42.129999999999995,31.64,10.489999999999995,33.15423514538557,lime
5266,Butlers Wharf Chophouse,76.88,132.5,,,Revenue,55.620000000000005,72.34651404786682,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,132.5,76.88,55.620000000000005,72.34651404786682,lime
5267,Butlers Wharf Chophouse,42.5,78.94,,,Revenue,36.44,85.74117647058823,lime,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,lime,1.0,78.94,42.5,36.44,85.74117647058823,lime
5268,Butlers Wharf Chophouse,102.92,55.0,,,Revenue,-47.92,-46.560435289545275,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,55.0,102.92,-47.92,-46.560435289545275,salmon
5269,Butlers Wharf Chophouse,486.03,218.87000000000003,,,Revenue,-267.15999999999997,-54.96780034154269,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,218.87000000000003,486.03,-267.15999999999997,-54.96780034154269,salmon
5270,Butlers Wharf Chophouse,579.54,523.9799999999999,,,Revenue,-55.56000000000006,-9.586913759188333,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,523.9799999999999,579.54,-55.56000000000006,-9.586913759188333,salmon
5271,Butlers Wharf Chophouse,185.18,237.18000000000004,,,Revenue,52.00000000000003,28.08078626201535,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,237.18000000000004,185.18,52.00000000000003,28.08078626201535,limegreen
5272,Butlers Wharf Chophouse,459.18,815.1999999999999,,,Revenue,356.0199999999999,77.53386471536216,lime,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,815.1999999999999,459.18,356.0199999999999,77.53386471536216,limegreen
5273,Butlers Wharf Chophouse,287.19,197.42,,,Revenue,-89.77000000000001,-31.258052160590555,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,197.42,287.19,-89.77000000000001,-31.258052160590555,red
5274,Butlers Wharf Chophouse,1771.6399999999999,555.19,,,Revenue,-1216.4499999999998,-68.6623693301122,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,555.19,1771.6399999999999,-1216.4499999999998,-68.6623693301122,red
5275,Butlers Wharf Chophouse,381.82000000000005,366.76,,,Revenue,-15.06000000000006,-3.944266932062243,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,366.76,381.82000000000005,-15.06000000000006,-3.944266932062243,red
5276,Butlers Wharf Chophouse,796.07,632.28,,,Revenue,-163.79000000000008,-20.57482382202571,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,632.28,796.07,-163.79000000000008,-20.57482382202571,red
5277,Butlers Wharf Chophouse,195.41,182.64,,,Revenue,-12.77000000000001,-6.534977739112641,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,182.64,195.41,-12.77000000000001,-6.534977739112641,red
5278,Butlers Wharf Chophouse,478.32,631.45,,,Revenue,153.13000000000005,32.01413279812679,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,631.45,478.32,153.13000000000005,32.01413279812679,limegreen
5279,Butlers Wharf Chophouse,246.59000000000003,115.49,,,Revenue,-131.10000000000002,-53.16517295916299,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,115.49,246.59000000000003,-131.10000000000002,-53.16517295916299,red
5280,Butlers Wharf Chophouse,550.43,422.08000000000004,,,Revenue,-128.3499999999999,-23.318133095943157,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,422.08000000000004,550.43,-128.3499999999999,-23.318133095943157,red
5281,Cantina,77.47,0.0,,,Revenue,-77.47,-100.0,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,0.0,77.47,-77.47,-100.0,salmon
5282,Cantina,53.34,13.34,,,Revenue,-40.0,-74.99062617172852,Red,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,13.34,53.34,-40.0,-74.99062617172852,salmon
5283,Cantina,51.25,47.65,,,Revenue,-3.6000000000000014,-7.024390243902443,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,47.65,51.25,-3.6000000000000014,-7.024390243902443,salmon
5284,Cantina,17.08,69.16,,,Revenue,52.08,304.91803278688525,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,69.16,17.08,52.08,304.91803278688525,lime
5285,Cantina,52.28,19.78,,,Revenue,-32.5,-62.165263963274676,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,19.78,52.28,-32.5,-62.165263963274676,salmon
5286,Cantina,104.17,24.16,,,Revenue,-80.01,-76.80714217145052,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,24.16,104.17,-80.01,-76.80714217145052,salmon
5287,Cantina,29.58,0.0,,,Revenue,-29.58,-100.0,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,0.0,29.58,-29.58,-100.0,salmon
5288,Cantina,26.66,0.0,,,Revenue,-26.66,-100.0,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,0.0,26.66,-26.66,-100.0,salmon
5289,Cantina,46.870000000000005,85.88,,,Revenue,39.00999999999999,83.23021122253037,lime,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,85.88,46.870000000000005,39.00999999999999,83.23021122253037,lime
5290,Cantina,84.58,97.51,,,Revenue,12.930000000000007,15.28730196263893,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,97.51,84.58,12.930000000000007,15.28730196263893,lime
5291,Cantina,112.87,21.86,,,Revenue,-91.01,-80.63258616107026,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,21.86,112.87,-91.01,-80.63258616107026,red
5292,Cantina,216.67000000000002,78.75999999999999,,,Revenue,-137.91000000000003,-63.64979000323072,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,78.75999999999999,216.67000000000002,-137.91000000000003,-63.64979000323072,red
5293,Cantina,147.85999999999999,82.25999999999999,,,Revenue,-65.6,-44.36629243879345,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,82.25999999999999,147.85999999999999,-65.6,-44.36629243879345,red
5294,Cantina,512.5,213.76,,,Revenue,-298.74,-58.29073170731708,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,213.76,512.5,-298.74,-58.29073170731708,red
5295,Cantina,76.84,103.31,,,Revenue,26.47,34.448204060385216,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,103.31,76.84,26.47,34.448204060385216,limegreen
5296,Cantina,579.18,255.84000000000003,,,Revenue,-323.3399999999999,-55.82720397803791,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,255.84000000000003,579.18,-323.3399999999999,-55.82720397803791,red
5297,Cantina,99.55,87.28000000000002,,,Revenue,-12.269999999999982,-12.325464590657944,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,87.28000000000002,99.55,-12.269999999999982,-12.325464590657944,red
5298,Cantina,822.9,440.04,,,Revenue,-382.85999999999996,-46.52570178636529,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,440.04,822.9,-382.85999999999996,-46.52570178636529,red
5299,Cantina,108.72,80.39,,,Revenue,-28.33,-26.05776306107432,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,80.39,108.72,-28.33,-26.05776306107432,red
5300,Cantina,318.75,334.97,,,Revenue,16.220000000000027,5.0886274509804,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,limegreen,1.0,334.97,318.75,16.220000000000027,5.0886274509804,limegreen
5301,Coq d'Argent,473.65999999999997,367.57,,,Revenue,-106.08999999999997,-22.39792256048642,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,367.57,473.65999999999997,-106.08999999999997,-22.39792256048642,salmon
5302,Coq d'Argent,704.15,1131.47,,,Revenue,427.32000000000005,60.68593339487326,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,1131.47,704.15,427.32000000000005,60.68593339487326,lime
5303,Coq d'Argent,409.42999999999995,478.33,,,Revenue,68.90000000000003,16.828273453337577,lime,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,478.33,409.42999999999995,68.90000000000003,16.828273453337577,lime
5304,Coq d'Argent,1178.35,1339.1599999999999,,,Revenue,160.80999999999995,13.647048839478929,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,1339.1599999999999,1178.35,160.80999999999995,13.647048839478929,lime
5305,Coq d'Argent,781.31,357.32,,,Revenue,-423.98999999999995,-54.266552328781145,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,357.32,781.31,-423.98999999999995,-54.266552328781145,salmon
5306,Coq d'Argent,1230.01,630.21,,,Revenue,-599.8,-48.76383118836432,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,salmon,1.0,630.21,1230.01,-599.8,-48.76383118836432,salmon
5307,Coq d'Argent,1606.9899999999998,234.60999999999999,,,Revenue,-1372.3799999999999,-85.40065588460413,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,234.60999999999999,1606.9899999999998,-1372.3799999999999,-85.40065588460413,salmon
5308,Coq d'Argent,1830.79,359.79999999999995,,,Revenue,-1470.99,-80.3472817745345,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,359.79999999999995,1830.79,-1470.99,-80.3472817745345,salmon
5309,Coq d'Argent,247.47999999999996,340.6,,,Revenue,93.12000000000006,37.62728301276874,lime,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,340.6,247.47999999999996,93.12000000000006,37.62728301276874,lime
5310,Coq d'Argent,485.40999999999997,523.54,,,Revenue,38.129999999999995,7.855215178920911,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,523.54,485.40999999999997,38.129999999999995,7.855215178920911,lime
5311,Coq d'Argent,598.89,748.1,,,Revenue,149.21000000000004,24.91442501961964,lime,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,748.1,598.89,149.21000000000004,24.91442501961964,limegreen
5312,Coq d'Argent,1686.17,1425.3799999999999,,,Revenue,-260.7900000000002,-15.46641204623497,Red,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,1425.3799999999999,1686.17,-260.7900000000002,-15.46641204623497,red
5313,Coq d'Argent,1352.9099999999999,1092.79,,,Revenue,-260.1199999999999,-19.226703919699013,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,1092.79,1352.9099999999999,-260.1199999999999,-19.226703919699013,red
5314,Coq d'Argent,1838.27,3524.58,,,Revenue,1686.31,91.7335320709145,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,limegreen,1.0,3524.58,1838.27,1686.31,91.7335320709145,limegreen
5315,Coq d'Argent,2261.5399999999995,1193.3000000000002,,,Revenue,-1068.2399999999993,-47.23506990811569,Red,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,1193.3000000000002,2261.5399999999995,-1068.2399999999993,-47.23506990811569,red
5316,Coq d'Argent,4122.46,1893.99,,,Revenue,-2228.4700000000003,-54.05680103627446,Red,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,red,1.0,1893.99,4122.46,-2228.4700000000003,-54.05680103627446,red
5317,Coq d'Argent,4783.320000000001,1596.92,,,Revenue,-3186.4000000000005,-66.6148198322504,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,1596.92,4783.320000000001,-3186.4000000000005,-66.6148198322504,red
5318,Coq d'Argent,4615.339999999999,3928.3,,,Revenue,-687.039999999999,-14.886010564768776,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,red,1.0,3928.3,4615.339999999999,-687.039999999999,-14.886010564768776,red
5319,East 59th,70.45,48.760000000000005,,,Revenue,-21.689999999999998,-30.787792760823272,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,salmon,1.0,48.760000000000005,70.45,-21.689999999999998,-30.787792760823272,salmon
5320,East 59th,0.0,142.92000000000002,,,Revenue,142.92000000000002,100.0,lime,Daily,Full Site,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,steelblue,powderblue,lime,1.0,142.92000000000002,0.0,142.92000000000002,100.0,lime
5321,East 59th,76.65,18.33,,,Revenue,-58.32000000000001,-76.08610567514677,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,salmon,1.0,18.33,76.65,-58.32000000000001,-76.08610567514677,salmon
5322,East 59th,10.84,35.42,,,Revenue,24.580000000000002,226.7527675276753,lime,Daily,Full Site,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,steelblue,powderblue,lime,1.0,35.42,10.84,24.580000000000002,226.7527675276753,lime
5323,East 59th,38.79,85.83,,,Revenue,47.04,121.26836813611757,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,85.83,38.79,47.04,121.26836813611757,lime
5324,East 59th,0.0,12.92,,,Revenue,12.92,100.0,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,steelblue,powderblue,lime,1.0,12.92,0.0,12.92,100.0,lime
5325,East 59th,259.64000000000004,59.17,,,Revenue,-200.47000000000003,-77.21075335079341,Red,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,59.17,259.64000000000004,-200.47000000000003,-77.21075335079341,salmon
5326,East 59th,383.41,69.98,,,Revenue,-313.43,-81.74799822644167,Red,Daily,Full Site,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,steelblue,powderblue,salmon,1.0,69.98,383.41,-313.43,-81.74799822644167,salmon
5327,East 59th,274.13,261.50999999999993,,,Revenue,-12.620000000000061,-4.603655200087572,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,salmon,1.0,261.50999999999993,274.13,-12.620000000000061,-4.603655200087572,salmon
5328,East 59th,88.58,149.26,,,Revenue,60.67999999999999,68.50304809212011,lime,Daily,Full Site,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,steelblue,powderblue,lime,1.0,149.26,88.58,60.67999999999999,68.50304809212011,lime
5329,East 59th,113.75,34.36,,,Revenue,-79.39,-69.79340659340659,Red,Daily,Full Site,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,red,1.0,34.36,113.75,-79.39,-69.79340659340659,red
5330,East 59th,0.0,9.16,,,Revenue,9.16,100.0,lime,Daily,Full Site,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,navy,lightsteelblue,limegreen,1.0,9.16,0.0,9.16,100.0,limegreen
5331,East 59th,395.5199999999999,96.69000000000001,,,Revenue,-298.8299999999999,-75.55370145631068,Red,Daily,Full Site,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,96.69000000000001,395.5199999999999,-298.8299999999999,-75.55370145631068,red
5332,East 59th,83.35,81.43,,,Revenue,-1.9199999999999875,-2.3035392921415565,Red,Daily,Full Site,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,navy,lightsteelblue,red,1.0,81.43,83.35,-1.9199999999999875,-2.3035392921415565,red
5333,East 59th,2.5,85.35,,,Revenue,82.85,3314.0,lime,Daily,Full Site,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,85.35,2.5,82.85,3314.0,limegreen
5334,East 59th,32.5,51.58,,,Revenue,19.08,58.707692307692305,lime,Daily,Full Site,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,navy,lightsteelblue,limegreen,1.0,51.58,32.5,19.08,58.707692307692305,limegreen
5335,East 59th,132.21,318.37,,,Revenue,186.16,140.8062930186824,lime,Daily,Full Site,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,318.37,132.21,186.16,140.8062930186824,limegreen
5336,East 59th,33.67,431.72,,,Revenue,398.05,1182.2096822096821,lime,Daily,Full Site,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,navy,lightsteelblue,limegreen,1.0,431.72,33.67,398.05,1182.2096822096821,limegreen
5337,East 59th,100.21,19.37,,,Revenue,-80.83999999999999,-80.67059175730964,Red,Daily,Full Site,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,19.37,100.21,-80.83999999999999,-80.67059175730964,red
5338,East 59th,35.34,12.5,,,Revenue,-22.840000000000003,-64.62931522354273,Red,Daily,Full Site,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,navy,lightsteelblue,red,1.0,12.5,35.34,-22.840000000000003,-64.62931522354273,red
